Course,Field,studylevel,AreaofInterest,C_education,Grade,Skills,Age
MASTER OF TECHNOLOGY [M.TECH] (MICROELECTRONICS AND VLSI DESIGN),MICROELECTRONICS AND VLSI DESIGN,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (DIGITAL COMMUNICATION AND NETWORKING),DIGITAL COMMUNICATION AND NETWORKING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (POWER ELECTRONICS),POWER ELECTRONICS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (COMPUTER NETWORK & INFORMATION SECURITY),COMPUTER NETWORK & INFORMATION SECURITY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ROBOTICS ENGINEERING),ROBOTICS ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (ENERGY ENGINEERING),ENERGY ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (PRODUCT DESIGN & MANUFACTURING),PRODUCT DESIGN & MANUFACTURING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (AEROSPACE ENGINEERING),AEROSPACE ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (ELECTRONICS ENGINEERING),ELECTRONICS ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (CONTROL AND INSTRUMENTATION ENGINEERING),CONTROL AND INSTRUMENTATION ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (ELECTRICAL POWER SYSTEM),ELECTRICAL POWER SYSTEM,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (MACHINE DESIGN),MACHINE DESIGN,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (PETROLEUM ENGINEERING),PETROLEUM ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ELECTRONICS AND INSTRUMENTATION ENGINEERING),ELECTRONICS AND INSTRUMENTATION ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (MANUFACTURING TECHNOLOGY),MANUFACTURING TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (GEOINFORMATICS),GEOINFORMATICS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (MINING ENGINEERING),MINING ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (WIRELESS COMMUNICATION TECHNOLOGY),WIRELESS COMMUNICATION TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (FOOD PROCESS ENGINEERING),FOOD PROCESS ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (SOIL WATER CONSERVATION ENGINEERING),SOIL WATER CONSERVATION ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (DIGITAL COMMUNICATION & NETWORKING),DIGITAL COMMUNICATION & NETWORKING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (AUTOMOTIVE ENGINEERING),AUTOMOTIVE ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF SCIENCE [M.S] (CIVIL ENGINEERING),CIVIL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (COMMUNICATION ENGINEERING),COMMUNICATION ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (HEAT POWER),HEAT POWER,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ENERGY ENGINEERING),ENERGY ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (DATA ANALYTICS),DATA ANALYTICS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (TELECOMMUNICATION ENGINEERING),TELECOMMUNICATION ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (MANUFACTURING SCIENCE & ENGINEERING),MANUFACTURING SCIENCE & ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ELECTRICAL DEVICES & POWER SYSTEM ENGINEERING),ELECTRICAL DEVICES & POWER SYSTEM ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (APPLIED ELECTRONICS),APPLIED ELECTRONICS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (AERONAUTICAL ENGINEERING),AERONAUTICAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (DIGITAL SYSTEM & SIGNAL PROCESSING),DIGITAL SYSTEM & SIGNAL PROCESSING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ENGINEERING DESIGN),ENGINEERING DESIGN,ENGINEERING,13,3,50,1,21
MASTER OF SCIENCE (ELECTRONICS AND COMMUNICATION ENGINEERING),ELECTRONICS AND COMMUNICATION ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (CLOUD COMPUTING),CLOUD COMPUTING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (BIOCHEMICAL ENGINEERING),BIOCHEMICAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (AVIONICS),AVIONICS,ENGINEERING,13,3,50,1,21
MASTER OF SCIENCE [M.S] (CHEMICAL ENGINEERING),CHEMICAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF SCIENCE [M.S] (ELECTRICAL ENGINEERING),ELECTRICAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (TOOL ENGINEERING),TOOL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH.] (INTELLIGENT SYSTEM),INTELLIGENT SYSTEM,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (PRODUCTION TECHNOLOGY),PRODUCTION TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (MARINE ENGINEERING),MARINE ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ENGINEERING PHYSICS),ENGINEERING PHYSICS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (LEATHER TECHNOLOGY),LEATHER TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (AEROSPACE PROPULSION),AEROSPACE PROPULSION,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (AERODYNAMICS),AERODYNAMICS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (PROCESS METALLURGY),PROCESS METALLURGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY MANAGEMENT [MTM],MANAGEMENT,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (POLYMER TECHNOLOGY),POLYMER TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (PHARMACEUTICAL TECHNOLOGY),PHARMACEUTICAL TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (APPLIED GEOLOGY),APPLIED GEOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (RUBBER TECHNOLOGY),RUBBER TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (NUCLEAR ENGINEERING),NUCLEAR ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF SCIENCE [M.S] (BIOMEDICAL ENGINEERING),BIOMEDICAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (PIPELINE ENGINEERING),PIPELINE ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (EARTHQUAKE ENGINEERING),EARTHQUAKE ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (BIO PHARMACEUTICAL TECHNOLOGY),BIO PHARMACEUTICAL TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (FOOD CHAIN MANAGEMENT),FOOD CHAIN MANAGEMENT,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (PROCESS ENGINEERING),PROCESS ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (APPLIED MECHANICS),APPLIED MECHANICS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (WELDING TECHNOLOGY),WELDING TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (FLUIDS ENGINEERING),FLUIDS ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (FOOD & NUTRITION),FOOD & NUTRITION,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (FOOD BIOTECHNOLOGY),FOOD BIOTECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (RELIABILITY ENGINEERING),RELIABILITY ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (BIO MINERAL PROCESSING),BIO MINERAL PROCESSING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (OPTICAL ENGINEERING),OPTICAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (NEURAL NETWORKS),NEURAL NETWORKS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ALLOY TECHNOLOGY),ALLOY TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (AIR ARMAMENT),AIR ARMAMENT,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (EXCAVATION ENGINEERING),EXCAVATION ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (MINERAL ENGINEERING),MINERAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (AQUA CULTURAL ENGINEERING),AQUA CULTURAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (APPLIED GEOPHYSICS),APPLIED GEOPHYSICS,ENGINEERING,13,3,50,1,21
MASTER OF JOURNALISM AND MASS COMMUNICATION [MJMC],JOURNALISM AND MASS COMMUNICATION,MASS COMMUNICATION,14,3,50,1,21
MASTER OF ARTS [MA] (JOURNALISM & MASS COMMUNICATION),JOURNALISM & MASS COMMUNICATION,MASS COMMUNICATION,14,3,50,1,21
POST GRADUATE DIPLOMA IN JOURNALISM AND MASS COMMUNICATION,JOURNALISM & MASS COMMUNICATION,MASS COMMUNICATION,14,3,50,1,21
POST GRADUATE DIPLOMA IN JOURNALISM,JOURNALISM,MASS COMMUNICATION,14,3,50,1,21
POST GRADUATE DIPLOMA IN MASS COMMUNICATION,MASS COMMUNICATION,MASS COMMUNICATION,14,3,50,1,21
DIPLOMA IN JOURNALISM,JOURNALISM,MASS COMMUNICATION,14,3,50,1,21
MASTER OF COMMUNICATION & JOURNALISM [MCJ],COMMUNICATION & JOURNALISM,MASS COMMUNICATION,14,3,50,1,21
POST GRADUATE DIPLOMA BROADCAST JOURNALISM,BROADCAST JOURNALISM,MASS COMMUNICATION,14,3,50,1,21
POST GRADUATE DIPLOMA IN ADVERTISING,ADVERTISING,MASS COMMUNICATION,14,3,50,1,21
DOCTORATE OF MEDICINE [MD] (PATHOLOGY),PATHOLOGY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (MICROBIOLOGY),MICROBIOLOGY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (PHARMACOLOGY),PHARMACOLOGY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (PHYSIOLOGY),PHYSIOLOGY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (GENERAL MEDICINE),GENERAL MEDICINE,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (GENERAL SURGERY),GENERAL SURGERY,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (ORTHOPAEDICS),ORTHOPAEDICS,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (PAEDIATRICS),PAEDIATRICS,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (COMMUNITY MEDICINE),COMMUNITY MEDICINE,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (ANATOMY),ANATOMY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (PSYCHIATRY),PSYCHIATRY,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (OBSTETRICS & GYNAECOLOGY),OBSTETRICS & GYNAECOLOGY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (RADIODIAGNOSIS),RADIODIAGNOSIS,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (E.N.T.),E.N.T.,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (ANAESTHESIOLOGY),ANAESTHESIOLOGY,MEDICAL,15,3,50,1,21
"DOCTORATE OF MEDICINE [MD] (DERMATOLOGY, VENEREOLOGY & LEPROLOGY)","DERMATOLOGY, VENEREOLOGY & LEPROLOGY",MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (OBSTETRICS & GYNAECOLOGY),OBSTETRICS & GYNAECOLOGY,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (OPHTHALMOLOGY),OPHTHALMOLOGY,MEDICAL,15,3,50,1,21
MASTER OF PHYSIOTHERAPY [MPT],PHYSIOTHERAPY,MEDICAL,15,3,50,1,21
MASTER OF PUBLIC HEALTH [MPH],PUBLIC HEALTH,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (DERMATOLOGY),DERMATOLOGY,MEDICAL,15,3,50,1,21
POST GRADUATE DIPLOMA IN YOGA,YOGA,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (ANAESTHESIA),ANAESTHESIA,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (ANATOMY),ANATOMY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (RADIOTHERAPY),RADIOTHERAPY,MEDICAL,15,3,50,1,21
MASTER OF CHIRURGIAE [M.CH] (UROLOGY),UROLOGY,MEDICAL,15,3,50,1,21
MASTER OF CHIRURGIAE [M.CH] (NEURO SURGERY),NEURO SURGERY,MEDICAL,15,3,50,1,21
DM [NEUROLOGY],NEUROLOGY,MEDICAL,15,3,50,1,21
POST GRADUATE DIPLOMA IN OBSTETRICS & GYNAECOLOGY,OBSTETRICS & GYNAECOLOGY,MEDICAL,15,3,50,1,21
MASTER OF PHYSIOTHERAPY [MPT] (NEUROLOGY),NEUROLOGY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (RADIOLOGY),RADIOLOGY,MEDICAL,15,3,50,1,21
MASTER OF PHYSIOTHERAPY [MPT] (ORTHOPAEDICS),ORTHOPAEDICS,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (TUBERCULOSIS & RESPIRATORY MEDICINE),TUBERCULOSIS & RESPIRATORY MEDICINE,MEDICAL,15,3,50,1,21
MASTER OF PHYSIOTHERAPY [MPT] (SPORTS-PHYSIOTHERAPY),SPORTS-PHYSIOTHERAPY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (RESPIRATORY MEDICINE),RESPIRATORY MEDICINE,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (PEDIATRICS),PEDIATRICS,MEDICAL,15,3,50,1,21
MASTER OF CHIRURGIAE [M.CH] (PLASTIC SURGERY),PLASTIC SURGERY,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC] (MEDICAL BIOCHEMISTRY),MEDICAL BIOCHEMISTRY,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC] (MEDICAL MICROBIOLOGY),MEDICAL MICROBIOLOGY,MEDICAL,15,3,50,1,21
DM [GASTROENTEROLOGY],GASTROENTEROLOGY,MEDICAL,15,3,50,1,21
DM [NEPHROLOGY],NEPHROLOGY,MEDICAL,15,3,50,1,21
POST GRADUATE DIPLOMA IN ORTHOPAEDICS,ORTHOPAEDICS,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (OTORHINOLARYNGOLOGY),OTORHINOLARYNGOLOGY,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC] (MEDICAL PHYSIOLOGY),MEDICAL PHYSIOLOGY,MEDICAL,15,3,50,1,21
POST GRADUATE DIPLOMA IN CHILD HEALTH,CHILD HEALTH,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC] (MEDICAL LAB TECHNOLOGY),MEDICAL LAB TECHNOLOGY,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC.] (MEDICAL ANATOMY),MEDICAL ANATOMY,MEDICAL,15,3,50,1,21
POST GRADUATE DIPLOMA IN OPHTHALMOLOGY,OPHTHALMOLOGY,MEDICAL,15,3,50,1,21
POST GRADUATE DIPLOMA IN MEDICAL LABORATORY TECHNOLOGY,MEDICAL LABORATORY TECHNOLOGY,MEDICAL,15,3,50,1,21
POST GRADUATE DIPLOMA IN CLINICAL PATHOLOGY,CLINICAL PATHOLOGY,MEDICAL,15,3,50,1,21
POST GRADUATE DIPLOMA IN YOGA THERAPY,YOGA THERAPY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (KAYACHIKITSA),KAYACHIKITSA,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (PREVENTIVE AND SOCIAL MEDICINE),PREVENTIVE AND SOCIAL MEDICINE,MEDICAL,15,3,50,1,21
MASTER OF CHIRURGIAE [M.CH] (PAEDIATRIC SURGERY),PAEDIATRIC SURGERY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (MEDICINE),MEDICINE,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (OPHTHALMOLOGY),OPHTHALMOLOGY,MEDICAL,15,3,50,1,21
MASTER OF CHIRURGIAE [M.CH] (CARDIO-VASCULAR THORACIC SURGERY),CARDIO-VASCULAR THORACIC SURGERY,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC] (MEDICAL PHARMACOLOGY),MEDICAL PHARMACOLOGY,MEDICAL,15,3,50,1,21
DM [ENDOCRINOLOGY],ENDOCRINOLOGY,MEDICAL,15,3,50,1,21
MASTER OF PHYSIOTHERAPY [MPT] (PEDIATRICS),PEDIATRICS,MEDICAL,15,3,50,1,21
"POST GRADUATE DIPLOMA IN DERMATOLOGY, VENEREOLOGY & LEPROSY","DERMATOLOGY, VENEREOLOGY & LEPROSY",MEDICAL,15,3,50,1,21
POST GRADUATE DIPLOMA IN PUBLIC HEALTH,PUBLIC HEALTH,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (HOMOEOPATHIC) (REPERTORY),HOMOEOPATHIC,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (AYURVEDA),AYURVEDA,MEDICAL,15,3,50,1,21
POST GRADUATE DIPLOMA IN ANAESTHESIA,ANAESTHESIA,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (GENERAL SURGERY),GENERAL SURGERY,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC] (ANATOMY),ANATOMY,MEDICAL,15,3,50,1,21
MASTER OF PHYSIOTHERAPY [MPT] (CARDIORESPIRATORY),CARDIORESPIRATORY,MEDICAL,15,3,50,1,21
MASTER OF CHIRURGIAE [M.CH] (SURGICAL ONCOLOGY),SURGICAL ONCOLOGY,MEDICAL,15,3,50,1,21
POSTGRADUATE DIPLOMA IN MEDICAL RADIO DIAGNOSIS,RADIO DIAGNOSIS,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD],MEDICINE,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC] (OPTOMETRY),OPTOMETRY,MEDICAL,15,3,50,1,21
DM [MEDICAL ONCOLOGY],MEDICAL ONCOLOGY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (AYURVEDA - PANCHAKARMA),AYURVEDA - PANCHAKARMA,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (ORTHOPAEDICS),ORTHOPAEDICS,MEDICAL,15,3,50,1,21
POSTGRADUATE DIPLOMA IN OTORHINOLARYNGOLOGY,OTORHINOLARYNGOLOGY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (HOMOEOPATHIC) (MATERIA MEDICA),HOMOEOPATHIC,MEDICAL,15,3,50,1,21
POST GRADUATE DIPLOMA IN T.B. & CHEST,T.B. & CHEST,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [MS] (OTORHINOLARYNGOLOGY),OTORHINOLARYNGOLOGY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (DRAVYA GUNA),DRAVYA GUNA,MEDICAL,15,3,50,1,21
DM [NEONATOLOGY],NEONATOLOGY,MEDICAL,15,3,50,1,21
MASTER OF CHIRURGIAE [M.CH] (CARDIOTHORACIC SURGERY),CARDIOTHORACIC SURGERY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (FAMILY MEDICINE),FAMILY MEDICINE,MEDICAL,15,3,50,1,21
POST GRADUATE DIPLOMA IN RADIO-DIAGNOSIS,RADIO-DIAGNOSIS,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (ANAESTHESIOLOGY),ANAESTHESIOLOGY,MEDICAL,15,3,50,1,21
MASTER IN AUDIOLOGY AND SPEECH- LANGUAGE PATHOLOGY [MASLP],AUDIOLOGY AND SPEECH- LANGUAGE PATHOLOGY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (RASA SHASTRA),RASA SHASTRA,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS],SURGERY,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (AYURVEDA),AYURVEDA,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC] (EPIDEMIOLOGY),EPIDEMIOLOGY,MEDICAL,15,3,50,1,21
MASTER OF CHIRURGIAE [M.CH] (GASTROENTEROLOGY SURGERY),GASTROENTEROLOGY SURGERY,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC] (AUDIOLOGY),AUDIOLOGY,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [M.S.] (PHYSIOLOGY),PHYSIOLOGY,MEDICAL,15,3,50,1,21
DIPLOMATE NATIONAL BOARD [DNB],MEDICAL,MEDICAL,15,3,50,1,21
MASTER IN MEDICAL LABORATORY TECHNOLOGY [MMLT],MEDICAL LABORATORY TECHNOLOGY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (VENEREOLOGY),VENEREOLOGY,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [M.S.] (PHARMACOLOGY),PHARMACOLOGY,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [M.S.] (PAEDIATRICS),PAEDIATRICS,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (RADIO DIAGNOSIS),RADIO DIAGNOSIS,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (MICROBIOLOGY),MICROBIOLOGY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (ACCIDENT & EMERGENCY MEDICINE),ACCIDENT & EMERGENCY MEDICINE,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (SPORTS MEDICINE),SPORTS MEDICINE,MEDICAL,15,3,50,1,21
DM [HEPATOLOGY],HEPATOLOGY,MEDICAL,15,3,50,1,21
MASTER IN OCCUPATIONAL THERAPY [MOT] (MUSCULOSKELETAL),MUSCULOSKELETAL,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (OTOLARYNGOLOGY),OTOLARYNGOLOGY,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC] (PSYCHIATRY),PSYCHIATRY,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC] (ANESTHESIA),ANESTHESIA,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC] (OCCUPATIONAL THERAPY),OCCUPATIONAL THERAPY,MEDICAL,15,3,50,1,21
FELLOWSHIP IN NEUROLOGY,NEUROLOGY,MEDICAL,15,3,50,1,21
DIPLOMATE NATIONAL BOARD [DNB] (CARDIOLOGY),CARDIOLOGY,MEDICAL,15,3,50,1,21
MASTER IN OCCUPATIONAL THERAPY,OCCUPATIONAL THERAPY,MEDICAL,15,3,50,1,21
MASTER IN OCCUPATIONAL THERAPY [MOT] (ORTHOPAEDICS),ORTHOPAEDICS,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (BALROG),BALROG,MEDICAL,15,3,50,1,21
MASTER IN OCCUPATIONAL THERAPY [MOT] (NEUROSCIENCES),NEUROSCIENCES,MEDICAL,15,3,50,1,21
MASTER IN OCCUPATIONAL THERAPY [MOT] (CARDIO-RESPIRATORY CONDITION),CARDIO-RESPIRATORY CONDITION,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC] (ORTHOPEDICS),ORTHOPEDICS,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (PLASTIC SURGERY),PLASTIC SURGERY,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC] (MEDICAL RADIO IMAGING),MEDICAL RADIO IMAGING,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (ACUPUNCTURE),ACUPUNCTURE,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (PEDIATRIC SURGERY),PEDIATRIC SURGERY,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (NEUROSURGERY),NEUROSURGERY,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (CARDIOTHORACIC SURGERY),CARDIOTHORACIC SURGERY,MEDICAL,15,3,50,1,21
MASTER OF CHIRURGIAE [M.CH] (CARDIAC SURGERY),CARDIAC SURGERY,MEDICAL,15,3,50,1,21
DOCTORATE OF MEDICINE [MD] (CLINICAL PHARMACOLOGY),CLINICAL PHARMACOLOGY,MEDICAL,15,3,50,1,21
MASTER OF SURGERY [MS] (UROLOGY),UROLOGY,MEDICAL,15,3,50,1,21
MASTER OF CHIRURGIAE [M.CH] (GENERAL SURGERY),GENERAL SURGERY,MEDICAL,15,3,50,1,21
MASTER OF CHIRURGIAE [M.CH] (E.N.T.),E.N.T.,MEDICAL,15,3,50,1,21
MASTER OF CHIRURGIAE [M.CH] (ANATOMY),ANATOMY,MEDICAL,15,3,50,1,21
MASTER OF SCIENCE [M.SC] (NURSING),NURSING,PARAMEDICAL COURSES,16,3,50,1,21
